"","PNUM_F_CC111_NSA_I10","PNUM_F_CC111_NSA_I15","PNUM_F_CC111_NSA_PCH_SM","PNUM_F_CC111_SCA_I10","PNUM_F_CC111_SCA_I15","PNUM_F_CC111_SCA_PCH_PRE","PNUM_F_CC112_NSA_I10","PNUM_F_CC112_NSA_I15","PNUM_F_CC112_NSA_PCH_SM","PNUM_F_CC112_SCA_I10","PNUM_F_CC112_SCA_I15","PNUM_F_CC112_SCA_PCH_PRE","PNUM_F_CC11_X_CC113_NSA_I10","PNUM_F_CC11_X_CC113_NSA_I15","PNUM_F_CC11_X_CC113_NSA_PCH_SM","PNUM_F_CC11_X_CC113_SCA_I10","PNUM_F_CC11_X_CC113_SCA_I15","PNUM_F_CC11_X_CC113_SCA_PCH_PRE","PSQM_F_CC1_NSA_I10","PSQM_F_CC1_NSA_I15","PSQM_F_CC1_NSA_PCH_SM","PSQM_F_CC1_SCA_I10","PSQM_F_CC1_SCA_I15","PSQM_F_CC1_SCA_PCH_PRE","PSQM_F_CC11_NSA_I10","PSQM_F_CC11_NSA_I15","PSQM_F_CC11_NSA_PCH_SM","PSQM_F_CC11_SCA_I10","PSQM_F_CC11_SCA_I15","PSQM_F_CC11_SCA_PCH_PRE","PSQM_F_CC111_NSA_I10","PSQM_F_CC111_NSA_I15","PSQM_F_CC111_NSA_PCH_SM","PSQM_F_CC111_SCA_I10","PSQM_F_CC111_SCA_I15","PSQM_F_CC111_SCA_PCH_PRE","PSQM_F_CC112_NSA_I10","PSQM_F_CC112_NSA_I15","PSQM_F_CC112_NSA_PCH_SM","PSQM_F_CC112_SCA_I10","PSQM_F_CC112_SCA_I15","PSQM_F_CC112_SCA_PCH_PRE","PSQM_F_CC113_NSA_I15","PSQM_F_CC113_NSA_PCH_SM","PSQM_F_CC113_SCA_I15","PSQM_F_CC113_SCA_PCH_PRE","PSQM_F_CC11_X_CC113_NSA_I10","PSQM_F_CC11_X_CC113_NSA_I15","PSQM_F_CC11_X_CC113_NSA_PCH_SM","PSQM_F_CC11_X_CC113_SCA_I10","PSQM_F_CC11_X_CC113_SCA_I15","PSQM_F_CC11_X_CC113_SCA_PCH_PRE","PSQM_F_CC12_NSA_I10","PSQM_F_CC12_NSA_I15","PSQM_F_CC12_NSA_PCH_SM","PSQM_F_CC12_SCA_I10","PSQM_F_CC12_SCA_I15","PSQM_F_CC12_SCA_PCH_PRE","PSQM_F_CC122_NSA_I10","PSQM_F_CC122_NSA_I15","PSQM_F_CC122_NSA_PCH_SM","PSQM_F_CC122_SCA_I10","PSQM_F_CC122_SCA_I15","PSQM_F_CC122_SCA_PCH_PRE","PSQM_F_CC12_X_CC122_NSA_I10","PSQM_F_CC12_X_CC122_NSA_I15","PSQM_F_CC12_X_CC122_NSA_PCH_SM","PSQM_F_CC12_X_CC122_SCA_I10","PSQM_F_CC12_X_CC122_SCA_I15","PSQM_F_CC12_X_CC122_SCA_PCH_PRE","YEAR","MONTH"
"233","105.8 e","152.2 ","19.6 ","105.6 s","152.1 s","8.7 s","75.8 e","78.5 ","81.3 ","81.8 s","85.2 s","7.2 s","90.7 e","111.2 ","38.1 ","93.7 s","114.9 s","8.0 s","111.7 e","137.9 ","25.6 ","113.7 s","140.4 s","15.9 s","102.7 e","129.3 ","35.1 ","104.8 s","133.3 s","7.7 s","113.5 e","163.3 ","20.7 ","113.1 s","162.9 s","9.8 s","83.6 e","87.5 ","83.8 ","90.2 s","95.4 s","7.6 s","72.8 ","172.7 ","65.9 s","-15.5 s","102.7 e","131.8 ","33.4 ","104.7 s","134.6 s","9.1 s","120.3 e","145.9 ","18.8 ","118.9 s","144.5 s","17.2 s","85.7 e","92.3 ","11.9 ","88.5 s","96.0 s","23.4 s","124.4 e","153.1 ","19.4 ","122.4 s","151.0 s","17.2 s","2000","05 "
"234","88.7 e","127.6 ","-0.5 ","97.2 s","139.9 s","-0.9 s","66.7 e","67.4 ","72.4 ","78.4 s","79.5 s","22.9 s","77.7 e","94.0 ","19.6 ","87.8 s","106.4 s","8.9 s","91.9 e","113.4 ","4.5 ","98.0 s","121.1 s","-6.8 s","87.4 e","110.0 ","19.2 ","96.5 s","123.8 s","8.8 s","94.9 e","136.6 ","1.3 ","103.1 s","148.3 s","-2.9 s","74.2 e","76.5 ","91.3 ","85.5 s","88.7 s","27.8 s","74.7 ","229.1 ","78.0 s","49.1 s","87.4 e","111.6 ","17.0 ","96.5 s","123.4 s","4.8 s","96.1 e","116.6 ","-5.7 ","101.5 s","123.3 s","-12.3 s","62.8 e","67.6 ","-11.9 ","72.3 s","77.8 s","-38.8 s","100.1 e","123.1 ","-5.2 ","104.4 s","128.8 s","-9.4 s","2000","04 "
"235","104.2 e","149.9 ","2.0 ","98.1 s","141.1 s","-4.7 s","62.3 e","63.7 ","53.5 ","63.0 s","64.7 s","5.0 s","83.2 e","101.9 ","15.5 ","79.6 s","97.7 s","-2.1 s","104.5 e","129.0 ","18.6 ","105.2 s","129.9 s","4.6 s","94.6 e","119.0 ","12.8 ","91.5 s","113.8 s","-3.7 s","112.1 e","161.3 ","3.9 ","106.1 s","152.8 s","-3.2 s","63.5 e","67.0 ","52.6 ","65.8 s","69.4 s","5.5 s","49.8 ","90.1 ","52.3 s","0.8 s","94.6 e","122.0 ","11.9 ","91.4 s","117.8 s","-2.5 s","114.1 e","138.3 ","23.6 ","116.1 s","140.6 s","9.2 s","118.7 e","127.9 ","104.3 ","118.3 s","127.1 s","46.8 s","113.5 e","139.7 ","17.8 ","115.7 s","142.2 s","5.8 s","2000","03 "
"236","99.0 e","142.4 ","18.8 ","102.8 s","148.0 s","-0.3 s","50.6 e","52.5 ","54.0 ","59.4 s","61.6 s","-13.2 s","74.7 e","92.4 ","28.2 ","80.9 s","99.8 s","-7.5 s","92.2 e","113.8 ","23.2 ","100.6 s","124.2 s","5.4 s","87.3 e","109.9 ","29.1 ","93.7 s","118.2 s","-4.2 s","106.4 e","153.2 ","21.1 ","109.7 s","157.9 s","-3.2 s","53.4 e","56.0 ","60.5 ","62.7 s","65.8 s","-1.2 s","44.9 ","340.2 ","51.9 s","16.6 s","87.3 e","112.7 ","27.5 ","93.7 s","120.8 s","-3.4 s","96.9 e","117.4 ","18.5 ","106.2 s","128.7 s","9.7 s","73.4 e","79.1 ","28.0 ","80.6 s","86.6 s","-5.4 s","99.6 e","122.6 ","17.7 ","109.3 s","134.4 s","11.6 s","2000","02 "
"237","96.2 e","138.3 ","12.3 ","103.2 s","148.5 s","4.0 s","49.9 e","53.2 ","42.2 ","67.0 s","71.0 s","12.3 s","73.0 e","90.9 ","20.6 ","87.1 s","107.9 s","11.0 s","85.8 e","105.9 ","19.1 ","95.5 s","117.8 s","0.3 s","87.5 e","110.2 ","24.7 ","96.5 s","123.4 s","13.6 s","108.2 e","155.8 ","20.8 ","113.5 s","163.2 s","7.9 s","50.8 e","54.3 ","36.4 ","62.6 s","66.6 s","-11.9 s","33.3 ","208.3 ","44.5 s","25.0 s","87.5 e","113.5 ","23.6 ","96.6 s","125.0 s","4.6 s","84.1 e","102.0 ","14.1 ","97.1 s","117.3 s","-8.2 s","80.4 e","86.6 ","26.1 ","85.0 s","91.5 s","19.5 s","84.5 e","104.1 ","12.9 ","98.3 s","120.4 s","-10.9 s","2000","01 "
"238","100.7 e","144.8 ","-35.2 ","99.3 s","142.8 s","1.0 s","76.0 e","80.3 ","-76.4 ","59.9 s","63.2 s","2.4 s","88.3 e","108.9 ","-62.2 ","78.5 s","97.2 s","-0.8 s","100.8 e","124.6 ","-34.1 ","95.0 s","117.5 s","3.3 s","97.1 e","122.6 ","-55.5 ","92.2 s","108.6 s","-3.0 s","105.7 e","152.0 ","-31.6 ","105.2 s","151.3 s","3.3 s","81.9 e","89.6 ","-75.4 ","69.5 s","75.6 s","11.5 s","43.2 ","-71.6 ","35.6 s","-15.4 s","97.1 e","126.1 ","-55.1 ","92.1 s","119.5 s","6.1 s","104.4 e","126.5 ","16.2 ","105.2 s","127.8 s","12.1 s","75.0 e","80.8 ","5.6 ","71.0 s","76.6 s","-0.3 s","107.8 e","132.7 ","17.1 ","109.7 s","135.2 s","12.9 s","1999","12 "
"239","91.4 e","131.5 ","-8.9 ","98.3 s","141.4 s","-5.7 s","62.2 e","66.6 ","-38.0 ","57.9 s","61.7 s","-11.5 s","76.8 e","95.4 ","-22.9 ","78.8 s","98.0 s","-6.0 s","88.4 e","109.2 ","-7.4 ","92.0 s","113.8 s","-7.5 s","85.3 e","107.6 ","-16.1 ","86.6 s","112.0 s","-6.1 s","95.2 e","137.0 ","-6.7 ","101.7 s","146.5 s","-6.3 s","67.7 e","73.8 ","-35.1 ","62.4 s","67.8 s","-7.9 s","37.7 ","101.6 ","42.1 s","4.2 s","85.3 e","110.7 ","-16.8 ","86.7 s","112.6 s","-6.6 s","91.3 e","110.7 ","2.2 ","94.1 s","114.0 s","-12.6 s","77.0 e","82.9 ","-8.3 ","71.0 s","76.8 s","-29.1 s","93.0 e","114.5 ","3.4 ","97.4 s","119.8 s","-10.1 s","1999","11 "
"240","104.0 e","149.6 ","9.1 ","104.3 s","150.0 s","4.5 s","83.9 e","86.3 ","-21.6 ","67.1 s","69.7 s","11.5 s","93.9 e","114.4 ","-6.2 ","85.1 s","104.2 s","6.0 s","107.5 e","133.0 ","10.7 ","99.5 s","123.0 s","-1.4 s","99.3 e","125.4 ","-0.1 ","92.6 s","119.3 s","4.8 s","107.5 e","154.6 ","9.3 ","108.6 s","156.4 s","2.4 s","84.8 e","91.4 ","-18.3 ","67.7 s","73.6 s","5.7 s","57.8 ","38.6 ","40.4 s","10.4 s","99.3 e","128.3 ","-0.7 ","92.8 s","120.6 s","2.3 s","115.5 e","140.0 ","21.7 ","107.6 s","130.4 s","-1.1 s","109.2 e","117.6 ","42.4 ","100.6 s","108.3 s","-14.3 s","116.2 e","143.0 ","19.8 ","108.4 s","133.2 s","0.7 s","1999","10 "
"241","107.4 e","154.5 ","8.6 ","99.8 s","143.5 s","0.1 s","62.7 e","66.4 ","-18.7 ","59.0 s","62.5 s","-3.4 s","85.0 e","105.4 ","-2.9 ","79.4 s","98.3 s","-2.1 s","105.9 e","130.9 ","15.6 ","100.9 s","124.7 s","8.9 s","96.5 e","121.8 ","3.9 ","90.8 s","113.8 s","-0.2 s","113.2 e","162.8 ","10.0 ","106.3 s","152.8 s","2.6 s","67.1 e","73.5 ","-12.1 ","63.8 s","69.6 s","2.2 s","35.1 ","36.6 ","36.6 s","8.6 s","96.5 e","125.6 ","3.6 ","90.8 s","117.9 s","1.4 s","114.9 e","139.3 ","27.3 ","108.7 s","131.8 s","14.7 s","128.8 e","138.7 ","116.7 ","117.6 s","126.3 s","47.4 s","113.3 e","139.4 ","20.7 ","107.5 s","132.3 s","11.0 s","1999","09 "
"242","89.0 e","128.1 ","12.5 ","99.6 s","143.4 s","2.8 s","50.4 e","53.9 ","-18.9 ","60.5 s","64.7 s","29.1 s","69.7 e","86.8 ","-0.8 ","80.7 s","100.4 s","12.4 s","87.6 e","108.2 ","8.3 ","92.5 s","114.5 s","-1.3 s","78.7 e","99.2 ","4.6 ","89.4 s","114.0 s","8.1 s","93.5 e","134.5 ","13.5 ","103.5 s","148.9 s","0.8 s","52.4 e","57.2 ","-17.8 ","62.2 s","68.1 s","25.6 s","28.3 ","47.4 ","33.7 s","-25.8 s","78.7 e","102.4 ","4.4 ","89.4 s","116.3 s","8.6 s","96.1 e","116.5 ","11.4 ","94.6 s","114.9 s","-9.2 s","76.9 e","82.8 ","26.2 ","79.5 s","85.7 s","29.3 s","98.4 e","121.1 ","10.3 ","96.7 s","119.2 s","-11.0 s","1999","08 "
"243","107.7 e","154.9 ","9.7 ","97.1 s","139.5 s","-1.1 s","56.0 e","57.8 ","-28.2 ","48.6 s","50.1 s","-1.0 s","81.8 e","100.9 ","-6.1 ","72.4 s","89.3 s","-1.9 s","101.7 e","125.7 ","10.4 ","94.0 s","116.0 s","-0.4 s","93.2 e","117.5 ","0.3 ","82.8 s","105.5 s","-1.5 s","112.6 e","162.1 ","10.0 ","102.6 s","147.7 s","-1.5 s","58.7 e","62.2 ","-26.3 ","51.2 s","54.2 s","-1.6 s","50.6 ","78.2 ","45.4 s","5.3 s","93.2 e","120.5 ","-0.5 ","82.8 s","107.1 s","-2.4 s","109.9 e","133.2 ","20.2 ","104.4 s","126.5 s","3.0 s","58.6 e","63.1 ","-12.4 ","62.0 s","66.3 s","4.2 s","115.9 e","142.7 ","23.0 ","108.9 s","133.9 s","2.3 s","1999","07 "
"244","111.4 e","160.3 ","14.3 ","98.0 s","141.1 s","4.2 s","51.2 e","54.2 ","-30.2 ","48.2 s","50.6 s","0.2 s","81.3 e","101.2 ","-4.0 ","73.3 s","91.0 s","1.9 s","103.2 e","127.6 ","17.1 ","94.2 s","116.5 s","3.5 s","94.0 e","118.5 ","4.0 ","85.0 s","107.1 s","1.6 s","116.3 e","167.3 ","15.1 ","104.2 s","150.0 s","5.3 s","54.4 e","58.3 ","-27.1 ","51.6 s","55.1 s","0.2 s","39.9 ","128.0 ","43.1 s","80.3 s","94.0 e","121.9 ","3.2 ","84.8 s","109.7 s","1.7 s","112.1 e","135.9 ","29.9 ","101.3 s","122.8 s","0.7 s","62.3 e","67.1 ","-11.2 ","59.0 s","63.6 s","-26.2 s","118.0 e","145.2 ","33.8 ","106.3 s","130.9 s","3.4 s","1999","06 "
"245","88.5 e","127.3 ","7.8 ","94.1 s","135.4 s","2.6 s","40.0 e","43.3 ","-32.9 ","46.4 s","50.5 s","16.6 s","64.2 e","80.5 ","-8.7 ","71.2 s","89.3 s","7.6 s","88.8 e","109.8 ","14.3 ","91.1 s","112.6 s","-2.8 s","75.9 e","95.7 ","-0.5 ","82.6 s","105.4 s","8.2 s","94.0 e","135.3 ","8.8 ","98.9 s","142.4 s","2.6 s","43.8 e","47.6 ","-26.7 ","50.0 s","55.0 s","24.4 s","26.7 ","50.8 ","23.9 s","0.8 s","75.9 e","98.8 ","-0.9 ","82.7 s","107.9 s","6.8 s","101.3 e","122.8 ","27.9 ","100.4 s","121.9 s","-5.8 s","76.7 e","82.5 ","38.4 ","79.6 s","86.2 s","-1.5 s","104.2 e","128.2 ","27.1 ","102.7 s","126.6 s","-6.0 s","1999","05 "
"246","89.1 e","128.2 ","7.6 ","91.7 s","132.0 s","-4.5 s","36.4 e","39.1 ","-38.4 ","40.1 s","43.3 s","2.1 s","62.7 e","78.6 ","-10.9 ","66.2 s","83.0 s","-2.0 s","87.8 e","108.5 ","13.4 ","93.7 s","115.9 s","5.4 s","73.2 e","92.3 ","-5.1 ","77.7 s","97.4 s","-3.7 s","93.7 e","134.8 ","8.7 ","96.5 s","138.8 s","-5.4 s","36.9 e","40.0 ","-40.2 ","40.5 s","44.2 s","-3.3 s","22.7 ","-21.2 ","23.7 s","-14.7 s","73.2 e","95.4 ","-4.9 ","77.6 s","101.0 s","-3.8 s","101.9 e","123.6 ","31.1 ","106.5 s","129.4 s","13.0 s","71.2 e","76.7 ","22.1 ","81.2 s","87.5 s","40.0 s","105.5 e","129.9 ","31.7 ","109.1 s","134.7 s","11.0 s","1999","04 "
"247","102.2 e","147.0 ","17.9 ","96.1 s","138.2 s","9.8 s","39.7 e","41.5 ","-32.0 ","40.4 s","42.4 s","4.4 s","70.9 e","88.2 ","-1.1 ","67.9 s","84.7 s","7.5 s","88.1 e","108.8 ","16.4 ","89.0 s","110.0 s","6.8 s","83.7 e","105.5 ","7.5 ","80.9 s","101.1 s","9.3 s","107.9 e","155.3 ","16.9 ","102.0 s","146.8 s","11.0 s","40.6 e","43.9 ","-24.3 ","42.4 s","45.7 s","10.4 s","26.2 ","54.1 ","27.8 s","135.6 s","83.7 e","109.0 ","7.3 ","80.8 s","105.0 s","7.7 s","92.3 e","111.9 ","25.3 ","94.6 s","114.5 s","3.3 s","58.1 e","62.6 ","19.7 ","58.2 s","62.5 s","-8.0 s","96.3 e","118.6 ","25.8 ","98.8 s","121.4 s","4.4 s","1999","03 "
"248","83.4 e","119.9 ","6.7 ","87.5 s","125.9 s","-4.8 s","31.2 e","34.1 ","-43.4 ","37.2 s","40.6 s","-19.6 s","57.2 e","72.1 ","-13.4 ","62.6 s","78.8 s","-12.4 s","74.8 e","92.4 ","11.6 ","83.4 s","103.0 s","2.2 s","67.5 e","85.1 ","-6.5 ","74.6 s","92.5 s","-6.8 s","87.9 e","126.5 ","6.2 ","92.0 s","132.3 s","-3.0 s","31.2 e","34.9 ","-41.5 ","37.2 s","41.4 s","-15.2 s","10.2 ","-22.1 ","11.8 s","-18.6 s","67.5 e","88.4 ","-6.4 ","74.6 s","97.5 s","-5.6 s","81.8 e","99.1 ","31.8 ","91.5 s","110.8 s","6.2 s","57.4 e","61.8 ","23.6 ","63.3 s","67.9 s","-5.4 s","84.6 e","104.2 ","32.6 ","94.7 s","116.3 s","7.4 s","1999","02 "
"249","85.7 e","123.2 ","10.5 ","92.0 s","132.3 s","-39.9 s","33.8 e","37.4 ","-36.3 ","46.0 s","50.5 s","-80.9 s","59.7 e","75.4 ","-8.2 ","71.6 s","90.0 s","-64.9 s","72.0 e","88.9 ","9.1 ","81.7 s","100.8 s","-44.3 s","70.1 e","88.4 ","-1.3 ","79.1 s","99.2 s","-59.1 s","89.6 e","129.0 ","8.9 ","94.9 s","136.4 s","-38.3 s","35.6 e","39.8 ","-30.2 ","43.8 s","48.8 s","-84.0 s","10.8 ","-30.3 ","14.5 s","-88.3 s","70.1 e","91.8 ","-1.2 ","79.2 s","103.3 s","-62.3 s","73.8 e","89.4 ","20.8 ","86.4 s","104.3 s","-5.1 s","63.8 e","68.7 ","-17.0 ","66.6 s","71.8 s","-1.4 s","74.9 e","92.2 ","26.6 ","88.4 s","108.3 s","-6.2 s","1999","01 "
"250","155.2 e","223.3 ","89.4 ","152.9 s","220.0 s","37.2 s","319.4 e","340.0 ","260.9 ","248.7 s","264.7 s","158.7 s","237.5 e","288.3 ","175.4 ","210.3 s","256.1 s","94.9 s","152.6 e","189.1 ","96.6 ","146.0 s","181.0 s","48.0 s","217.8 e","275.6 ","158.8 ","212.5 s","242.7 s","76.4 s","154.4 e","222.1 ","80.4 ","153.7 s","221.1 s","38.3 s","330.2 e","363.7 ","290.7 ","278.5 s","305.0 s","186.9 s","152.0 ","1078.3 ","123.6 s","488.6 s","217.8 e","281.1 ","154.2 ","212.5 s","274.2 s","99.4 s","89.9 e","108.9 ","25.6 ","90.4 s","109.9 s","-1.5 s","71.1 e","76.5 ","14.2 ","67.5 s","72.8 s","-13.8 s","92.1 e","113.3 ","26.9 ","93.5 s","115.4 s","-0.3 s","1998","12 "
"251","100.4 e","144.4 ","48.6 ","111.5 s","160.4 s","20.2 s","96.8 e","107.4 ","74.1 ","92.6 s","102.3 s","19.9 s","98.6 e","123.8 ","59.9 ","104.6 s","131.4 s","22.6 s","95.3 e","117.9 ","39.2 ","98.9 s","122.3 s","10.7 s","101.6 e","128.3 ","54.6 ","104.6 s","137.6 s","19.0 s","102.1 e","146.9 ","44.4 ","111.0 s","159.9 s","14.5 s","100.7 e","113.8 ","77.3 ","94.3 s","106.3 s","21.8 s","18.7 ","42.7 ","21.0 s","-26.8 s","101.6 e","133.1 ","54.8 ","104.8 s","137.5 s","15.9 s","89.3 e","108.3 ","25.6 ","92.1 s","111.6 s","5.5 s","84.0 e","90.4 ","19.7 ","78.2 s","84.5 s","11.0 s","89.9 e","110.7 ","26.2 ","94.2 s","115.8 s","5.3 s","1998","11 "
"252","95.3 e","137.1 ","19.4 ","92.8 s","133.4 s","0.9 s","102.1 e","110.1 ","9.2 ","78.4 s","85.3 s","10.5 s","98.7 e","122.0 ","14.0 ","86.1 s","107.2 s","5.8 s","97.1 e","120.1 ","20.6 ","89.3 s","110.5 s","3.4 s","99.3 e","125.5 ","17.7 ","90.6 s","115.6 s","5.4 s","98.3 e","141.5 ","20.4 ","97.1 s","139.7 s","1.0 s","101.1 e","111.9 ","12.3 ","78.2 s","87.3 s","9.7 s","41.7 ","47.3 ","28.7 s","6.3 s","99.3 e","129.2 ","17.3 ","90.7 s","118.6 s","4.2 s","94.9 e","115.0 ","23.5 ","87.4 s","105.8 s","4.2 s","76.7 e","82.6 ","20.2 ","70.7 s","76.1 s","29.6 s","97.0 e","119.4 ","23.9 ","89.5 s","110.0 s","2.0 s","1998","10 "
"253","98.8 e","142.2 ","18.3 ","91.9 s","132.2 s","0.3 s","75.7 e","81.7 ","26.9 ","71.5 s","77.2 s","-6.5 s","87.2 e","108.5 ","21.8 ","81.6 s","101.3 s","-3.3 s","91.5 e","113.2 ","17.2 ","86.5 s","106.9 s","0.8 s","92.8 e","117.2 ","20.5 ","87.4 s","109.7 s","-2.5 s","102.9 e","148.0 ","16.8 ","96.2 s","138.3 s","1.2 s","75.1 e","83.6 ","27.4 ","71.8 s","79.6 s","-6.0 s","25.7 ","233.8 ","27.0 s","17.9 s","92.8 e","121.2 ","19.6 ","87.3 s","113.8 s","-0.9 s","90.2 e","109.4 ","14.1 ","83.7 s","101.5 s","-1.5 s","59.4 e","64.0 ","4.1 ","54.8 s","58.7 s","-13.8 s","93.9 e","115.5 ","14.9 ","87.5 s","107.8 s","-0.1 s","1998","09 "
"254","79.2 e","113.9 ","19.5 ","91.6 s","131.8 s","6.9 s","61.5 e","66.5 ","17.3 ","76.3 s","82.6 s","21.8 s","70.3 e","87.5 ","18.6 ","84.4 s","104.8 s","13.8 s","80.8 e","99.9 ","18.8 ","85.7 s","106.1 s","1.5 s","75.1 e","94.8 ","18.8 ","87.7 s","112.5 s","10.3 s","82.4 e","118.5 ","17.7 ","94.9 s","136.6 s","5.6 s","62.3 e","69.6 ","20.4 ","75.6 s","84.7 s","17.0 s","19.2 ","60.0 ","22.9 s","-11.2 s","75.1 e","98.1 ","18.5 ","87.8 s","114.8 s","9.0 s","86.2 e","104.6 ","18.7 ","84.8 s","103.0 s","-1.0 s","60.9 e","65.6 ","29.9 ","63.2 s","68.1 s","-9.0 s","89.2 e","109.8 ","17.8 ","87.6 s","107.9 s","0.5 s","1998","08 "
"255","98.1 e","141.2 ","13.6 ","85.7 s","123.3 s","0.2 s","73.6 e","80.5 ","2.5 ","62.2 s","67.8 s","-5.8 s","85.8 e","107.4 ","8.7 ","73.6 s","92.1 s","-2.4 s","92.1 e","113.9 ","17.5 ","84.6 s","104.5 s","6.6 s","92.9 e","117.2 ","12.3 ","80.9 s","102.0 s","-0.8 s","102.3 e","147.3 ","12.7 ","90.0 s","129.4 s","1.3 s","76.0 e","84.4 ","10.2 ","65.3 s","72.4 s","-3.3 s","28.4 ","61.4 ","25.8 s","35.1 s","92.9 e","121.1 ","11.9 ","80.7 s","105.3 s","-0.2 s","91.4 e","110.8 ","23.2 ","85.8 s","104.0 s","13.4 s","66.9 e","72.0 ","-0.4 ","69.7 s","74.8 s","5.4 s","94.3 e","116.0 ","25.8 ","87.3 s","107.4 s","13.5 s","1998","07 "
"256","97.5 e","140.3 ","12.2 ","85.4 s","123.0 s","-2.1 s","70.7 e","77.7 ","9.1 ","66.0 s","72.0 s","-4.5 s","84.1 e","105.4 ","10.9 ","75.6 s","94.4 s","-3.7 s","88.2 e","109.0 ","9.5 ","79.2 s","98.0 s","-1.1 s","90.2 e","113.9 ","13.9 ","80.9 s","102.8 s","-3.0 s","101.0 e","145.3 ","12.0 ","88.8 s","127.8 s","-2.9 s","71.2 e","80.0 ","18.0 ","66.9 s","74.9 s","-0.9 s","17.5 ","78.6 ","19.1 s","21.7 s","90.2 e","118.1 ","13.7 ","80.8 s","105.5 s","-3.0 s","86.2 e","104.6 ","5.5 ","75.7 s","91.7 s","-4.2 s","70.2 e","75.6 ","2.2 ","65.7 s","71.0 s","13.4 s","88.1 e","108.5 ","6.0 ","76.9 s","94.6 s","-5.3 s","1998","06 "
"257","82.1 e","118.1 ","14.5 ","87.3 s","125.6 s","2.5 s","58.0 e","64.5 ","18.8 ","67.4 s","75.4 s","7.1 s","70.0 e","88.2 ","16.2 ","77.7 s","98.0 s","5.2 s","77.7 e","96.1 ","21.0 ","80.2 s","99.1 s","-3.6 s","76.2 e","96.2 ","18.8 ","83.0 s","106.0 s","3.3 s","86.5 e","124.4 ","15.8 ","91.4 s","131.6 s","3.0 s","58.1 e","64.9 ","25.5 ","66.8 s","75.6 s","2.2 s","17.7 ","132.9 ","15.7 s","-47.5 s","76.2 e","99.7 ","18.4 ","83.1 s","108.8 s","2.8 s","79.2 e","96.0 ","23.1 ","78.9 s","95.7 s","-3.9 s","55.4 e","59.6 ","-14.4 ","57.9 s","62.6 s","-12.1 s","82.0 e","100.9 ","27.6 ","81.1 s","99.9 s","-2.9 s","1998","05 "
"258","82.8 e","119.2 ","11.2 ","85.1 s","122.5 s","1.2 s","59.9 e","63.5 ","6.5 ","66.2 s","70.4 s","9.0 s","71.4 e","88.2 ","9.3 ","75.4 s","93.2 s","5.0 s","77.4 e","95.7 ","18.4 ","83.1 s","102.8 s","8.3 s","77.1 e","97.3 ","10.3 ","81.4 s","102.6 s","5.6 s","86.2 e","124.0 ","8.5 ","88.8 s","127.8 s","-0.2 s","60.8 e","66.9 ","11.5 ","67.0 s","74.0 s","19.5 s","28.8 ","260.0 ","29.9 s","63.4 s","77.1 e","100.3 ","9.4 ","81.3 s","105.8 s","4.9 s","77.8 e","94.3 ","27.4 ","81.8 s","99.6 s","7.9 s","58.3 e","62.8 ","23.1 ","66.0 s","71.2 s","36.4 s","80.1 e","98.6 ","27.9 ","83.3 s","102.9 s","5.5 s","1998","04 "
"259","86.7 e","124.7 ","17.1 ","84.1 s","121.0 s","2.5 s","55.6 e","61.0 ","2.3 ","58.7 s","64.6 s","-9.5 s","71.1 e","89.2 ","10.9 ","70.7 s","88.8 s","-2.4 s","75.7 e","93.5 ","18.4 ","76.7 s","94.9 s","1.6 s","77.7 e","98.1 ","16.9 ","77.3 s","97.2 s","-1.7 s","92.3 e","132.8 ","21.3 ","89.0 s","128.1 s","2.6 s","52.0 e","58.0 ","2.5 ","55.6 s","61.9 s","-12.6 s","17.0 ","639.1 ","18.3 s","22.0 s","77.7 e","101.6 ","16.1 ","77.3 s","100.9 s","-2.3 s","73.6 e","89.3 ","20.0 ","76.3 s","92.3 s","6.0 s","48.5 e","52.3 ","-32.3 ","48.7 s","52.2 s","-5.1 s","76.6 e","94.3 ","27.4 ","79.4 s","97.5 s","7.1 s","1998","03 "
"260","78.1 e","112.4 ","12.2 ","82.0 s","118.0 s","1.7 s","54.3 e","60.2 ","9.5 ","64.5 s","71.4 s","-6.2 s","66.2 e","83.3 ","11.1 ","72.4 s","91.0 s","-3.7 s","67.0 e","82.8 ","17.4 ","75.6 s","93.4 s","0.3 s","72.1 e","91.0 ","11.2 ","79.0 s","98.9 s","1.6 s","82.7 e","119.1 ","11.1 ","86.7 s","124.8 s","2.2 s","53.2 e","59.7 ","9.9 ","63.1 s","70.8 s","4.0 s","13.1 ","107.9 ","15.0 s","-27.2 s","72.1 e","94.4 ","10.8 ","79.0 s","103.3 s","2.1 s","62.0 e","75.2 ","25.3 ","71.9 s","87.1 s","-1.2 s","46.4 e","50.0 ","-2.9 ","51.3 s","55.0 s","-35.9 s","63.9 e","78.6 ","28.6 ","74.1 s","91.0 s","3.1 s","1998","02 "
